crm_account_id,company_name,billing_address,contact_email,phone_num,account_status
CRM-20499,Global Systems,"849 Tech Park, Singapore 375754",contact@globalsystems.com,+65 86153885,Active
CRM-20500,Dynamic Networks,"292 Innovation Dr, Singapore 297132",contact@dynamicnetworks.com,+65 78244559,Active
CRM-20501,XYZ Networks,"193 Innovation Dr, Singapore 259540",contact@xyznetworks.com,+65 93017293,Active
CRM-20502,Gamma Enterprises,"239 Industrial Ave, Singapore 115440",contact@gammaenterprises.com,+65 60550567,Prospect
CRM-20503,Summit Components,"83 Market St, Singapore 379449",contact@summitcomponents.com,+65 82162611,Prospect
CRM-20504,Apex Components,"998 Market St, Singapore 908688",contact@apexcomponents.com,+65 68184701,Prospect
CRM-20505,ABC Corp,"399 Innovation Dr, Singapore 266316",contact@abccorp.com,+65 91730785,Inactive
CRM-20506,Pinnacle Industries,"260 Tech Park, Singapore 413328",contact@pinnacleindustries.com,+65 68196778,Active
CRM-20507,Global Solutions,"649 Tech Park, Singapore 115799",contact@globalsolutions.com,+65 75835399,Active
CRM-20508,Apex Corp,"993 Industrial Ave, Singapore 921533",contact@apexcorp.com,+65 60599272,Inactive
CRM-20509,Summit Solutions,"954 Industrial Ave, Singapore 472787",contact@summitsolutions.com,+65 82711122,Inactive
CRM-20510,Gamma Enterprises,"325 Innovation Dr, Singapore 560030",contact@gammaenterprises.com,+65 75614530,Inactive
CRM-20511,Alpha Enterprises,"573 Innovation Dr, Singapore 830897",contact@alphaenterprises.com,+65 89360128,Prospect
CRM-20512,Innovate Enterprises,"889 Market St, Singapore 656937",contact@innovateenterprises.com,+65 78476711,Active
CRM-20513,ABC Industries,"752 Market St, Singapore 749838",contact@abcindustries.com,+65 85437183,Prospect
CRM-20514,Pinnacle Group,"537 Tech Park, Singapore 678255",contact@pinnaclegroup.com,+65 72741923,Active
CRM-20515,Pinnacle Solutions,"856 Market St, Singapore 132792",contact@pinnaclesolutions.com,+65 62937842,Active
CRM-20516,ABC Enterprises,"639 Innovation Dr, Singapore 484150",contact@abcenterprises.com,+65 95287274,Active
CRM-20517,Summit Solutions,"821 Industrial Ave, Singapore 685126",contact@summitsolutions.com,+65 91410917,Inactive
CRM-20518,Innovate Components,"542 Industrial Ave, Singapore 173807",contact@innovatecomponents.com,+65 77838585,Prospect
CRM-20519,Beta Solutions,"545 Tech Park, Singapore 302500",contact@betasolutions.com,+65 75503355,Inactive
CRM-20520,Gamma Industries,"426 Industrial Ave, Singapore 769646",contact@gammaindustries.com,+65 97456249,Inactive
CRM-20521,Apex Solutions,"812 Market St, Singapore 521063",contact@apexsolutions.com,+65 71194383,Inactive
CRM-20522,Quantum Enterprises,"925 Innovation Dr, Singapore 440424",contact@quantumenterprises.com,+65 83644068,Prospect
CRM-20523,XYZ Holdings,"577 Market St, Singapore 902903",contact@xyzholdings.com,+65 76154617,Inactive
CRM-20524,Apex Components,"292 Industrial Ave, Singapore 241647",contact@apexcomponents.com,+65 62326187,Prospect
CRM-20525,XYZ Logistics,"524 Market St, Singapore 139569",contact@xyzlogistics.com,+65 97155705,Prospect
CRM-20526,Tech Logistics,"585 Tech Park, Singapore 327999",contact@techlogistics.com,+65 66167648,Inactive
CRM-20527,Gamma Enterprises,"840 Industrial Ave, Singapore 773452",contact@gammaenterprises.com,+65 98670305,Prospect
CRM-20528,Beta Components,"357 Tech Park, Singapore 226395",contact@betacomponents.com,+65 82440509,Active
CRM-20529,Alpha Group,"313 Industrial Ave, Singapore 666157",contact@alphagroup.com,+65 63632465,Inactive
CRM-20530,Gamma Components,"995 Tech Park, Singapore 724041",contact@gammacomponents.com,+65 86365911,Inactive
CRM-20531,Dynamic Group,"136 Innovation Dr, Singapore 598969",contact@dynamicgroup.com,+65 69932944,Inactive
CRM-20532,Tech Solutions,"514 Tech Park, Singapore 831770",contact@techsolutions.com,+65 86744696,Active
CRM-20533,Global Enterprises,"668 Market St, Singapore 745919",contact@globalenterprises.com,+65 86529395,Inactive
CRM-20534,Quantum Solutions,"688 Tech Park, Singapore 483010",contact@quantumsolutions.com,+65 67551751,Prospect
CRM-20535,Alpha Logistics,"359 Tech Park, Singapore 252901",contact@alphalogistics.com,+65 71358528,Prospect
CRM-20536,XYZ Solutions,"758 Industrial Ave, Singapore 751168",contact@xyzsolutions.com,+65 67541139,Active
CRM-20537,Alpha Holdings,"313 Tech Park, Singapore 123853",contact@alphaholdings.com,+65 67467739,Prospect
CRM-20538,Pinnacle Enterprises,"712 Industrial Ave, Singapore 711324",contact@pinnacleenterprises.com,+65 69485664,Inactive
CRM-20539,Quantum Logistics,"477 Industrial Ave, Singapore 507523",contact@quantumlogistics.com,+65 63562490,Inactive
CRM-20540,ABC Group,"390 Industrial Ave, Singapore 608205",contact@abcgroup.com,+65 75513463,Inactive
CRM-20541,XYZ Components,"254 Innovation Dr, Singapore 613731",contact@xyzcomponents.com,+65 62667738,Prospect
CRM-20542,Tech Corp,"283 Industrial Ave, Singapore 370196",contact@techcorp.com,+65 93638416,Prospect
CRM-20543,Alpha Industries,"231 Market St, Singapore 511929",contact@alphaindustries.com,+65 78803490,Inactive
CRM-20544,ABC Corp,"247 Market St, Singapore 427557",contact@abccorp.com,+65 88006766,Inactive
CRM-20545,ABC Corp,"317 Market St, Singapore 907455",contact@abccorp.com,+65 69268381,Active
CRM-20546,Gamma Holdings,"571 Industrial Ave, Singapore 433025",contact@gammaholdings.com,+65 64550923,Active
CRM-20547,Apex Group,"454 Innovation Dr, Singapore 916953",contact@apexgroup.com,+65 80357346,Active
CRM-20548,Quantum Networks,"611 Market St, Singapore 820767",contact@quantumnetworks.com,+65 75496198,Active
CRM-20549,Gamma Industries,"730 Innovation Dr, Singapore 993522",contact@gammaindustries.com,+65 91458185,Prospect
CRM-20550,Alpha Logistics,"228 Market St, Singapore 314498",contact@alphalogistics.com,+65 87718915,Active
CRM-20551,Summit Holdings,"909 Market St, Singapore 524533",contact@summitholdings.com,+65 90705320,Active
CRM-20552,XYZ Holdings,"627 Industrial Ave, Singapore 214626",contact@xyzholdings.com,+65 86451006,Prospect
CRM-20553,Global Industries,"406 Industrial Ave, Singapore 506216",contact@globalindustries.com,+65 96095787,Inactive
CRM-20554,Global Logistics,"408 Innovation Dr, Singapore 967823",contact@globallogistics.com,+65 89497961,Prospect
CRM-20555,Gamma Enterprises,"93 Industrial Ave, Singapore 916558",contact@gammaenterprises.com,+65 90312945,Inactive
CRM-20556,Gamma Group,"332 Tech Park, Singapore 287567",contact@gammagroup.com,+65 87753495,Prospect
CRM-20557,Summit Solutions,"332 Market St, Singapore 868881",contact@summitsolutions.com,+65 76782738,Active
CRM-20558,Innovate Solutions,"725 Tech Park, Singapore 929493",contact@innovatesolutions.com,+65 95152784,Inactive
CRM-20559,Gamma Holdings,"893 Market St, Singapore 251631",contact@gammaholdings.com,+65 97949497,Active
CRM-20560,Summit Logistics,"121 Market St, Singapore 103704",contact@summitlogistics.com,+65 72126305,Inactive
CRM-20561,Dynamic Components,"244 Market St, Singapore 791505",contact@dynamiccomponents.com,+65 93115996,Prospect
CRM-20562,Pinnacle Logistics,"840 Market St, Singapore 293818",contact@pinnaclelogistics.com,+65 97416456,Active
CRM-20563,Future Networks,"340 Industrial Ave, Singapore 214176",contact@futurenetworks.com,+65 80028073,Prospect
CRM-20564,XYZ Networks,"807 Market St, Singapore 885734",contact@xyznetworks.com,+65 98405234,Inactive
CRM-20565,Apex Solutions,"864 Industrial Ave, Singapore 593687",contact@apexsolutions.com,+65 88677217,Active
CRM-20566,Global Networks,"112 Industrial Ave, Singapore 859246",contact@globalnetworks.com,+65 63904701,Inactive
CRM-20567,XYZ Logistics,"624 Innovation Dr, Singapore 650912",contact@xyzlogistics.com,+65 88659082,Inactive
CRM-20568,Pinnacle Enterprises,"828 Market St, Singapore 344026",contact@pinnacleenterprises.com,+65 93051414,Inactive
CRM-20569,Beta Corp,"424 Industrial Ave, Singapore 466634",contact@betacorp.com,+65 87825488,Inactive
CRM-20570,Tech Solutions,"308 Innovation Dr, Singapore 106429",contact@techsolutions.com,+65 80654266,Active
CRM-20571,Alpha Systems,"339 Innovation Dr, Singapore 602381",contact@alphasystems.com,+65 73020165,Prospect
CRM-20572,Summit Systems,"914 Innovation Dr, Singapore 922072",contact@summitsystems.com,+65 90911546,Prospect
CRM-20573,ABC Holdings,"549 Industrial Ave, Singapore 705445",contact@abcholdings.com,+65 97257311,Inactive
CRM-20574,Alpha Holdings,"642 Market St, Singapore 735111",contact@alphaholdings.com,+65 85181982,Prospect
CRM-20575,Dynamic Logistics,"727 Industrial Ave, Singapore 533973",contact@dynamiclogistics.com,+65 81105697,Active
CRM-20576,Pinnacle Logistics,"115 Innovation Dr, Singapore 139211",contact@pinnaclelogistics.com,+65 71744906,Active
CRM-20577,Alpha Enterprises,"158 Market St, Singapore 606957",contact@alphaenterprises.com,+65 93558076,Inactive
CRM-20578,Beta Industries,"211 Industrial Ave, Singapore 506415",contact@betaindustries.com,+65 68906497,Inactive
CRM-20579,Future Networks,"342 Tech Park, Singapore 208111",contact@futurenetworks.com,+65 65843564,Inactive
CRM-20580,Alpha Networks,"655 Market St, Singapore 310297",contact@alphanetworks.com,+65 80947555,Active
CRM-20581,Gamma Systems,"118 Industrial Ave, Singapore 686810",contact@gammasystems.com,+65 78363460,Inactive
CRM-20582,XYZ Logistics,"251 Market St, Singapore 426503",contact@xyzlogistics.com,+65 98526054,Inactive
CRM-20583,Alpha Systems,"483 Industrial Ave, Singapore 502233",contact@alphasystems.com,+65 61945666,Active
CRM-20584,Future Enterprises,"320 Innovation Dr, Singapore 307772",contact@futureenterprises.com,+65 83865543,Inactive
CRM-20585,Beta Enterprises,"135 Industrial Ave, Singapore 941325",contact@betaenterprises.com,+65 98103695,Inactive
CRM-20586,Summit Corp,"148 Innovation Dr, Singapore 511122",contact@summitcorp.com,+65 75018591,Active
CRM-20587,Dynamic Holdings,"500 Industrial Ave, Singapore 598424",contact@dynamicholdings.com,+65 90419311,Active
CRM-20588,Tech Holdings,"131 Industrial Ave, Singapore 957266",contact@techholdings.com,+65 98566005,Inactive
CRM-20589,Pinnacle Enterprises,"605 Tech Park, Singapore 751034",contact@pinnacleenterprises.com,+65 86898338,Active
CRM-20590,Quantum Group,"581 Innovation Dr, Singapore 827851",contact@quantumgroup.com,+65 89216092,Active
CRM-20591,Summit Solutions,"611 Tech Park, Singapore 682051",contact@summitsolutions.com,+65 99739395,Active
CRM-20592,Beta Networks,"336 Tech Park, Singapore 792232",contact@betanetworks.com,+65 85428287,Active
CRM-20593,Dynamic Components,"677 Market St, Singapore 657062",contact@dynamiccomponents.com,+65 69846571,Prospect
CRM-20594,Global Holdings,"584 Innovation Dr, Singapore 852658",contact@globalholdings.com,+65 80114897,Prospect
CRM-20595,Quantum Industries,"868 Market St, Singapore 408474",contact@quantumindustries.com,+65 87125229,Active
CRM-20596,Alpha Industries,"113 Innovation Dr, Singapore 346668",contact@alphaindustries.com,+65 84108499,Prospect
CRM-20597,Apex Group,"217 Market St, Singapore 245824",contact@apexgroup.com,+65 96582302,Active
CRM-20598,Gamma Logistics,"138 Industrial Ave, Singapore 779885",contact@gammalogistics.com,+65 68425461,Active
CRM-20599,Gamma Solutions,"658 Tech Park, Singapore 927251",contact@gammasolutions.com,+65 69208696,Inactive
CRM-20600,Gamma Enterprises,"435 Tech Park, Singapore 472566",contact@gammaenterprises.com,+65 94186256,Active
CRM-20601,XYZ Industries,"421 Innovation Dr, Singapore 139704",contact@xyzindustries.com,+65 78069091,Inactive
CRM-20602,Gamma Industries,"477 Industrial Ave, Singapore 739705",contact@gammaindustries.com,+65 78751583,Active
CRM-20603,ABC Solutions,"818 Innovation Dr, Singapore 155337",contact@abcsolutions.com,+65 96184912,Prospect
CRM-20604,Pinnacle Enterprises,"752 Innovation Dr, Singapore 470057",contact@pinnacleenterprises.com,+65 98518159,Prospect
CRM-20605,Quantum Logistics,"267 Industrial Ave, Singapore 596144",contact@quantumlogistics.com,+65 97829687,Inactive
CRM-20606,Tech Networks,"294 Tech Park, Singapore 232981",contact@technetworks.com,+65 61831943,Inactive
CRM-20607,Future Logistics,"760 Industrial Ave, Singapore 283095",contact@futurelogistics.com,+65 60953147,Inactive
CRM-20608,Innovate Systems,"802 Market St, Singapore 289592",contact@innovatesystems.com,+65 77532364,Inactive
CRM-20609,Future Systems,"771 Tech Park, Singapore 501779",contact@futuresystems.com,+65 93282525,Active
CRM-20610,Gamma Corp,"752 Innovation Dr, Singapore 773459",contact@gammacorp.com,+65 98772642,Prospect
CRM-20611,Tech Enterprises,"240 Tech Park, Singapore 839883",contact@techenterprises.com,+65 95736868,Prospect
CRM-20612,Apex Components,"950 Tech Park, Singapore 811451",contact@apexcomponents.com,+65 79380517,Prospect
CRM-20613,Alpha Solutions,"653 Innovation Dr, Singapore 552760",contact@alphasolutions.com,+65 95654493,Inactive
CRM-20614,Innovate Logistics,"822 Industrial Ave, Singapore 786128",contact@innovatelogistics.com,+65 77923959,Inactive
CRM-20615,Global Networks,"533 Innovation Dr, Singapore 823809",contact@globalnetworks.com,+65 73081241,Active
CRM-20616,Future Solutions,"422 Industrial Ave, Singapore 208954",contact@futuresolutions.com,+65 60802716,Inactive
CRM-20617,Tech Corp,"25 Industrial Ave, Singapore 722999",contact@techcorp.com,+65 62284504,Inactive
CRM-20618,Beta Solutions,"385 Market St, Singapore 829445",contact@betasolutions.com,+65 68717928,Active
CRM-20619,Beta Enterprises,"788 Tech Park, Singapore 800007",contact@betaenterprises.com,+65 78547786,Prospect
CRM-20620,Innovate Components,"979 Innovation Dr, Singapore 561976",contact@innovatecomponents.com,+65 77330099,Active
CRM-20621,Gamma Enterprises,"148 Tech Park, Singapore 743790",contact@gammaenterprises.com,+65 67276645,Inactive
CRM-20622,Beta Components,"73 Innovation Dr, Singapore 567541",contact@betacomponents.com,+65 64893545,Active
CRM-20623,ABC Group,"156 Innovation Dr, Singapore 702553",contact@abcgroup.com,+65 77880249,Active
CRM-20624,Apex Group,"554 Market St, Singapore 503097",contact@apexgroup.com,+65 64704310,Inactive
CRM-20625,Quantum Industries,"342 Innovation Dr, Singapore 157875",contact@quantumindustries.com,+65 84086601,Inactive
CRM-20626,Innovate Industries,"83 Tech Park, Singapore 903741",contact@innovateindustries.com,+65 82821227,Prospect
CRM-20627,Global Logistics,"918 Industrial Ave, Singapore 822303",contact@globallogistics.com,+65 86179484,Prospect
CRM-20628,Global Systems,"198 Industrial Ave, Singapore 721748",contact@globalsystems.com,+65 62395671,Active
CRM-20629,ABC Logistics,"547 Tech Park, Singapore 138842",contact@abclogistics.com,+65 93533235,Prospect
CRM-20630,Apex Solutions,"827 Tech Park, Singapore 662625",contact@apexsolutions.com,+65 74205481,Active
CRM-20631,Summit Components,"929 Industrial Ave, Singapore 835363",contact@summitcomponents.com,+65 91623014,Inactive
CRM-20632,Tech Solutions,"626 Market St, Singapore 719752",contact@techsolutions.com,+65 90614029,Active
CRM-20633,Global Solutions,"437 Innovation Dr, Singapore 976500",contact@globalsolutions.com,+65 73599016,Inactive
CRM-20634,Gamma Holdings,"783 Industrial Ave, Singapore 281873",contact@gammaholdings.com,+65 74309746,Prospect
CRM-20635,Pinnacle Systems,"250 Industrial Ave, Singapore 204823",contact@pinnaclesystems.com,+65 89438055,Inactive
CRM-20636,Alpha Enterprises,"7 Industrial Ave, Singapore 193471",contact@alphaenterprises.com,+65 65417202,Inactive
CRM-20637,Apex Enterprises,"212 Market St, Singapore 384111",contact@apexenterprises.com,+65 68515606,Inactive
CRM-20638,Quantum Components,"735 Tech Park, Singapore 192296",contact@quantumcomponents.com,+65 72079626,Inactive
CRM-20639,Global Solutions,"98 Innovation Dr, Singapore 665940",contact@globalsolutions.com,+65 95581053,Inactive
CRM-20640,Global Logistics,"199 Industrial Ave, Singapore 256465",contact@globallogistics.com,+65 63561401,Inactive
CRM-20641,Summit Systems,"687 Industrial Ave, Singapore 776185",contact@summitsystems.com,+65 70721284,Prospect
CRM-20642,Summit Components,"759 Industrial Ave, Singapore 284431",contact@summitcomponents.com,+65 67007581,Active
CRM-20643,Beta Solutions,"739 Tech Park, Singapore 707924",contact@betasolutions.com,+65 75790704,Prospect
CRM-20644,Innovate Corp,"334 Market St, Singapore 348636",contact@innovatecorp.com,+65 67390891,Inactive
CRM-20645,Summit Components,"149 Market St, Singapore 577092",contact@summitcomponents.com,+65 89250409,Active
CRM-20646,Global Holdings,"208 Innovation Dr, Singapore 133653",contact@globalholdings.com,+65 78098893,Inactive
CRM-20647,Gamma Holdings,"908 Innovation Dr, Singapore 264404",contact@gammaholdings.com,+65 74754122,Inactive
CRM-20648,Quantum Industries,"89 Tech Park, Singapore 647114",contact@quantumindustries.com,+65 75415060,Prospect
CRM-20649,Alpha Group,"254 Innovation Dr, Singapore 707615",contact@alphagroup.com,+65 76552681,Active
CRM-20650,Gamma Networks,"428 Industrial Ave, Singapore 593515",contact@gammanetworks.com,+65 60340750,Inactive
CRM-20651,Dynamic Solutions,"508 Market St, Singapore 685616",contact@dynamicsolutions.com,+65 90362826,Active
CRM-20652,Global Systems,"303 Market St, Singapore 195136",contact@globalsystems.com,+65 84052198,Active
CRM-20653,Quantum Components,"475 Market St, Singapore 525051",contact@quantumcomponents.com,+65 90523849,Active
CRM-20654,Future Solutions,"915 Innovation Dr, Singapore 134303",contact@futuresolutions.com,+65 85828810,Prospect
CRM-20655,Quantum Industries,"814 Market St, Singapore 817923",contact@quantumindustries.com,+65 98602989,Active
CRM-20656,ABC Holdings,"114 Tech Park, Singapore 587957",contact@abcholdings.com,+65 63460306,Inactive
CRM-20657,XYZ Corp,"343 Market St, Singapore 219073",contact@xyzcorp.com,+65 69288256,Inactive
CRM-20658,XYZ Corp,"329 Innovation Dr, Singapore 628027",contact@xyzcorp.com,+65 75128836,Inactive
CRM-20659,Pinnacle Solutions,"727 Innovation Dr, Singapore 751114",contact@pinnaclesolutions.com,+65 91552161,Prospect
CRM-20660,Dynamic Solutions,"914 Tech Park, Singapore 184064",contact@dynamicsolutions.com,+65 72640194,Prospect
CRM-20661,Tech Solutions,"509 Market St, Singapore 645980",contact@techsolutions.com,+65 69929027,Inactive
CRM-20662,Pinnacle Systems,"356 Tech Park, Singapore 873544",contact@pinnaclesystems.com,+65 91803220,Inactive
CRM-20663,Pinnacle Holdings,"593 Innovation Dr, Singapore 777433",contact@pinnacleholdings.com,+65 87628164,Prospect
CRM-20664,Future Industries,"469 Innovation Dr, Singapore 238364",contact@futureindustries.com,+65 89880644,Prospect
CRM-20665,Future Components,"362 Innovation Dr, Singapore 274444",contact@futurecomponents.com,+65 69954817,Inactive
CRM-20666,Tech Systems,"860 Market St, Singapore 349461",contact@techsystems.com,+65 71768166,Active
CRM-20667,Summit Logistics,"189 Market St, Singapore 841484",contact@summitlogistics.com,+65 84808277,Active
CRM-20668,Gamma Holdings,"553 Market St, Singapore 416208",contact@gammaholdings.com,+65 90093567,Active
CRM-20669,Summit Systems,"951 Innovation Dr, Singapore 104502",contact@summitsystems.com,+65 90738593,Inactive
CRM-20670,Tech Networks,"819 Tech Park, Singapore 822622",contact@technetworks.com,+65 69870604,Active
CRM-20671,Gamma Industries,"316 Industrial Ave, Singapore 747518",contact@gammaindustries.com,+65 67843422,Active
CRM-20672,Pinnacle Corp,"201 Industrial Ave, Singapore 664566",contact@pinnaclecorp.com,+65 78651376,Prospect
CRM-20673,Pinnacle Group,"503 Innovation Dr, Singapore 734470",contact@pinnaclegroup.com,+65 73049321,Inactive
CRM-20674,Innovate Group,"734 Tech Park, Singapore 504868",contact@innovategroup.com,+65 69928483,Prospect
CRM-20675,Beta Corp,"760 Tech Park, Singapore 563999",contact@betacorp.com,+65 89811123,Prospect
CRM-20676,Apex Group,"856 Industrial Ave, Singapore 317877",contact@apexgroup.com,+65 69366228,Prospect
CRM-20677,Beta Networks,"91 Industrial Ave, Singapore 769836",contact@betanetworks.com,+65 85217659,Prospect
CRM-20678,Quantum Systems,"191 Tech Park, Singapore 680771",contact@quantumsystems.com,+65 73371948,Prospect
CRM-20679,XYZ Enterprises,"28 Industrial Ave, Singapore 375436",contact@xyzenterprises.com,+65 75067297,Prospect
CRM-20680,Summit Solutions,"428 Market St, Singapore 821255",contact@summitsolutions.com,+65 79306484,Inactive
CRM-20681,Summit Solutions,"596 Tech Park, Singapore 557250",contact@summitsolutions.com,+65 84277269,Prospect
CRM-20682,XYZ Solutions,"525 Industrial Ave, Singapore 372144",contact@xyzsolutions.com,+65 85045176,Active
CRM-20683,Gamma Components,"370 Tech Park, Singapore 473276",contact@gammacomponents.com,+65 78298597,Active
CRM-20684,Beta Industries,"785 Market St, Singapore 199099",contact@betaindustries.com,+65 73006693,Inactive
CRM-20685,Future Holdings,"278 Innovation Dr, Singapore 660380",contact@futureholdings.com,+65 80204620,Inactive
CRM-20686,Summit Group,"944 Market St, Singapore 328459",contact@summitgroup.com,+65 82838024,Active
CRM-20687,Future Industries,"730 Industrial Ave, Singapore 582860",contact@futureindustries.com,+65 95708334,Active
CRM-20688,Summit Holdings,"708 Innovation Dr, Singapore 956727",contact@summitholdings.com,+65 80909341,Prospect
CRM-20689,Dynamic Holdings,"727 Innovation Dr, Singapore 880623",contact@dynamicholdings.com,+65 71556626,Active
CRM-20690,Gamma Solutions,"708 Industrial Ave, Singapore 119719",contact@gammasolutions.com,+65 88508185,Prospect
CRM-20691,Pinnacle Networks,"481 Industrial Ave, Singapore 145383",contact@pinnaclenetworks.com,+65 63977222,Active
CRM-20692,Dynamic Solutions,"602 Market St, Singapore 803175",contact@dynamicsolutions.com,+65 73784240,Prospect
CRM-20693,Tech Networks,"361 Market St, Singapore 624953",contact@technetworks.com,+65 83342915,Inactive
CRM-20694,Beta Solutions,"782 Industrial Ave, Singapore 327538",contact@betasolutions.com,+65 98797894,Inactive
CRM-20695,XYZ Solutions,"943 Tech Park, Singapore 832045",contact@xyzsolutions.com,+65 74362329,Inactive
CRM-20696,Gamma Holdings,"435 Market St, Singapore 338607",contact@gammaholdings.com,+65 85475535,Prospect
CRM-20697,Dynamic Holdings,"571 Industrial Ave, Singapore 444053",contact@dynamicholdings.com,+65 79345556,Prospect
CRM-20698,XYZ Logistics,"232 Tech Park, Singapore 996915",contact@xyzlogistics.com,+65 89793374,Prospect
CRM-20699,Dynamic Enterprises,"184 Industrial Ave, Singapore 615530",contact@dynamicenterprises.com,+65 84658574,Inactive
CRM-20700,ABC Solutions,"147 Tech Park, Singapore 828799",contact@abcsolutions.com,+65 68000574,Inactive
CRM-20701,Gamma Solutions,"999 Market St, Singapore 309991",contact@gammasolutions.com,+65 84408164,Inactive
CRM-20702,Global Group,"286 Innovation Dr, Singapore 927843",contact@globalgroup.com,+65 93494712,Inactive
CRM-20703,Summit Industries,"151 Tech Park, Singapore 228125",contact@summitindustries.com,+65 78716033,Prospect
CRM-20704,Gamma Components,"756 Industrial Ave, Singapore 171542",contact@gammacomponents.com,+65 66684270,Prospect
CRM-20705,Apex Networks,"157 Innovation Dr, Singapore 753506",contact@apexnetworks.com,+65 81941638,Active
CRM-20706,Pinnacle Enterprises,"207 Innovation Dr, Singapore 622084",contact@pinnacleenterprises.com,+65 91274195,Prospect
CRM-20707,Dynamic Components,"902 Industrial Ave, Singapore 571980",contact@dynamiccomponents.com,+65 88884084,Prospect
CRM-20708,Alpha Components,"571 Innovation Dr, Singapore 272117",contact@alphacomponents.com,+65 71869489,Prospect
CRM-20709,Summit Solutions,"692 Tech Park, Singapore 680684",contact@summitsolutions.com,+65 98175227,Inactive
CRM-20710,Future Systems,"58 Tech Park, Singapore 618721",contact@futuresystems.com,+65 94003058,Inactive
CRM-20711,Innovate Logistics,"63 Industrial Ave, Singapore 147310",contact@innovatelogistics.com,+65 81507235,Active
CRM-20712,ABC Holdings,"100 Tech Park, Singapore 474725",contact@abcholdings.com,+65 85539847,Prospect
CRM-20713,Beta Solutions,"118 Innovation Dr, Singapore 120669",contact@betasolutions.com,+65 80462328,Inactive
CRM-20714,Apex Networks,"924 Tech Park, Singapore 121393",contact@apexnetworks.com,+65 94544946,Inactive
CRM-20715,Apex Networks,"331 Industrial Ave, Singapore 612081",contact@apexnetworks.com,+65 86192642,Active
CRM-20716,ABC Holdings,"630 Innovation Dr, Singapore 557169",contact@abcholdings.com,+65 71182163,Active
CRM-20717,Tech Components,"588 Tech Park, Singapore 336858",contact@techcomponents.com,+65 79952825,Inactive
CRM-20718,Innovate Logistics,"581 Tech Park, Singapore 319927",contact@innovatelogistics.com,+65 64514398,Prospect
CRM-20719,Tech Industries,"444 Innovation Dr, Singapore 534439",contact@techindustries.com,+65 80126553,Prospect
CRM-20720,Dynamic Industries,"903 Industrial Ave, Singapore 837496",contact@dynamicindustries.com,+65 72119917,Inactive
CRM-20721,Global Enterprises,"960 Tech Park, Singapore 861911",contact@globalenterprises.com,+65 77980877,Inactive
CRM-20722,ABC Logistics,"421 Innovation Dr, Singapore 167557",contact@abclogistics.com,+65 89218446,Inactive
CRM-20723,ABC Networks,"416 Market St, Singapore 257246",contact@abcnetworks.com,+65 75846404,Active
CRM-20724,Summit Enterprises,"447 Tech Park, Singapore 138801",contact@summitenterprises.com,+65 97569220,Active
CRM-20725,Pinnacle Systems,"987 Tech Park, Singapore 120875",contact@pinnaclesystems.com,+65 62834166,Active
CRM-20726,Apex Holdings,"407 Market St, Singapore 217369",contact@apexholdings.com,+65 66060352,Inactive
CRM-20727,Pinnacle Networks,"258 Tech Park, Singapore 349641",contact@pinnaclenetworks.com,+65 95249611,Inactive
CRM-20728,Dynamic Corp,"224 Market St, Singapore 283662",contact@dynamiccorp.com,+65 88378258,Active
CRM-20729,Tech Networks,"503 Innovation Dr, Singapore 218448",contact@technetworks.com,+65 63753090,Prospect
CRM-20730,Tech Systems,"487 Innovation Dr, Singapore 423141",contact@techsystems.com,+65 84360384,Active
CRM-20731,Alpha Components,"260 Tech Park, Singapore 769986",contact@alphacomponents.com,+65 76084372,Inactive
CRM-20732,Pinnacle Corp,"398 Industrial Ave, Singapore 367946",contact@pinnaclecorp.com,+65 89689149,Prospect
CRM-20733,Tech Corp,"938 Tech Park, Singapore 432591",contact@techcorp.com,+65 70752667,Inactive
CRM-20734,Summit Enterprises,"949 Innovation Dr, Singapore 542882",contact@summitenterprises.com,+65 87713364,Active
CRM-20735,Pinnacle Solutions,"431 Innovation Dr, Singapore 828980",contact@pinnaclesolutions.com,+65 83612679,Active
CRM-20736,Gamma Enterprises,"4 Tech Park, Singapore 758816",contact@gammaenterprises.com,+65 69132994,Prospect
CRM-20737,Dynamic Systems,"703 Tech Park, Singapore 434914",contact@dynamicsystems.com,+65 99863747,Prospect
CRM-20738,Innovate Logistics,"87 Tech Park, Singapore 290724",contact@innovatelogistics.com,+65 73332096,Prospect
CRM-20739,Quantum Corp,"971 Industrial Ave, Singapore 778540",contact@quantumcorp.com,+65 61391477,Inactive
CRM-20740,Summit Corp,"719 Market St, Singapore 520515",contact@summitcorp.com,+65 77567970,Inactive
CRM-20741,Quantum Solutions,"736 Tech Park, Singapore 575747",contact@quantumsolutions.com,+65 60947235,Inactive
CRM-20742,Global Logistics,"765 Tech Park, Singapore 236523",contact@globallogistics.com,+65 79324800,Prospect
CRM-20743,Future Logistics,"429 Market St, Singapore 930958",contact@futurelogistics.com,+65 72707947,Active
CRM-20744,Quantum Enterprises,"11 Tech Park, Singapore 438947",contact@quantumenterprises.com,+65 65753825,Inactive
CRM-20745,XYZ Group,"75 Industrial Ave, Singapore 161606",contact@xyzgroup.com,+65 77195008,Active
CRM-20746,Innovate Networks,"6 Innovation Dr, Singapore 749758",contact@innovatenetworks.com,+65 63054250,Prospect
CRM-20747,Gamma Industries,"595 Market St, Singapore 278117",contact@gammaindustries.com,+65 62759851,Inactive
